Year,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,Value
2016,៥.២.២ សមាមាត្ររបស់ស្តី្រនិង ក្មេងសី្រ ដែលមានអាយុ១៥ឆ្នាំឡើង ដែលធ្លាប់ទទួលរងនូវអំពើហឹង្សាលើផ្លូវភេទពីអ្នកមិនមែនជាដៃគូក្នុងរយៈពេល១២ខែ ចុងក្រោយបែងចែកតាមអាយុ,KH,F,Y_GE15,PT,0.1
