Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2016,N_KH_010401_01,KH,PT,40
2017,N_KH_010401_01,KH,PT,43
2018,N_KH_010401_01,KH,PT,45
2019,N_KH_010401_01,KH,PT,48
2020,N_KH_010401_01,KH,PT,50
