Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,N_KH_180301_01,KH,NUMBER,280
2016,N_KH_180301_01,KH,NUMBER,296
2017,N_KH_180301_01,KH,NUMBER,309
2018,N_KH_180301_01,KH,NUMBER,324
2019,N_KH_180301_01,KH,NUMBER,340
2020,N_KH_180301_01,KH,NUMBER,357
