Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2016,២.ក.១ លំហូរនៃហិរញ្ញប្បទានសរុប (ហិរញ្ញប្បទានសហប្រតិបត្តិការនិងលំហូរផ្សេងទៀត) ដល់វិស័យកសិកម្ម ធៀបនឹង ផ.ស.ស.,,PT,0.71
2017,២.ក.១ លំហូរនៃហិរញ្ញប្បទានសរុប (ហិរញ្ញប្បទានសហប្រតិបត្តិការនិងលំហូរផ្សេងទៀត) ដល់វិស័យកសិកម្ម ធៀបនឹង ផ.ស.ស.,,PT,0.66
2018,២.ក.១ លំហូរនៃហិរញ្ញប្បទានសរុប (ហិរញ្ញប្បទានសហប្រតិបត្តិការនិងលំហូរផ្សេងទៀត) ដល់វិស័យកសិកម្ម ធៀបនឹង ផ.ស.ស.,,PT,0.62
2019,២.ក.១ លំហូរនៃហិរញ្ញប្បទានសរុប (ហិរញ្ញប្បទានសហប្រតិបត្តិការនិងលំហូរផ្សេងទៀត) ដល់វិស័យកសិកម្ម ធៀបនឹង ផ.ស.ស.,,PT,0.58
2020,២.ក.១ លំហូរនៃហិរញ្ញប្បទានសរុប (ហិរញ្ញប្បទានសហប្រតិបត្តិការនិងលំហូរផ្សេងទៀត) ដល់វិស័យកសិកម្ម ធៀបនឹង ផ.ស.ស.,,PT,0.54
