Year,Value
1993,9.5
1996,11.9
1997,9.0
1999,10.6
2004,14.177744
2007,20.2
2008,24.2
2009,25.6
2010,32.5
2011,37.4
2012,42.3
2013,50.948558
2014,59.8
2015,67.4
2016,80.928907
2017,85.9
2019,85.77
