Year,Value,SERIES
1993,5.0,N_KH_050502_01
1998,3.93,N_KH_050502_01
2003,7.5,N_KH_050502_01
2008,15.1,N_KH_050502_01
2013,17.58,N_KH_050502_01
2018,16.87,N_KH_050502_01
1993,0.0,N_KH_050502_02
1998,6.0,N_KH_050502_02
2003,6.6,N_KH_050502_02
2008,8.0,N_KH_050502_02
2013,20.54,N_KH_050502_02
2018,16.36,N_KH_050502_02
