Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2016,១៤.២.២ ភាគរយនៃផ្ទៃដីព្រៃលិចទឹក និងព្រៃកោងកាង ដែលត្រូវបានដាំឡើងវិញនិងការពារ,KH,PT,7
2017,១៤.២.២ ភាគរយនៃផ្ទៃដីព្រៃលិចទឹក និងព្រៃកោងកាង ដែលត្រូវបានដាំឡើងវិញនិងការពារ,KH,PT,10
2018,១៤.២.២ ភាគរយនៃផ្ទៃដីព្រៃលិចទឹក និងព្រៃកោងកាង ដែលត្រូវបានដាំឡើងវិញនិងការពារ,KH,PT,15
2019,១៤.២.២ ភាគរយនៃផ្ទៃដីព្រៃលិចទឹក និងព្រៃកោងកាង ដែលត្រូវបានដាំឡើងវិញនិងការពារ,KH,PT,20
2020,១៤.២.២ ភាគរយនៃផ្ទៃដីព្រៃលិចទឹក និងព្រៃកោងកាង ដែលត្រូវបានដាំឡើងវិញនិងការពារ,KH,PT,25
