Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,១៧.៣.១ សមាមាត្រនៃហិរញ្ញប្បទានចម្រុះធៀបនឹង ផ.ស.ស.,,PT,7.4
2016,១៧.៣.១ សមាមាត្រនៃហិរញ្ញប្បទានចម្រុះធៀបនឹង ផ.ស.ស.,,PT,7.35
2017,១៧.៣.១ សមាមាត្រនៃហិរញ្ញប្បទានចម្រុះធៀបនឹង ផ.ស.ស.,,PT,6.87
2018,១៧.៣.១ សមាមាត្រនៃហិរញ្ញប្បទានចម្រុះធៀបនឹង ផ.ស.ស.,,PT,6.42
2019,១៧.៣.១ សមាមាត្រនៃហិរញ្ញប្បទានចម្រុះធៀបនឹង ផ.ស.ស.,,PT,6.0
2020,១៧.៣.១ សមាមាត្រនៃហិរញ្ញប្បទានចម្រុះធៀបនឹង ផ.ស.ស.,,PT,5.61
