Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,១២.៤.៣ ភាគរយនៃការ គ្រប់គ្រងសំណល់គ្រោះថ្នាក់ សំណល់ជីវសាស្រ្ត និងវិទ្យុសកម្ម,,PT,0
2016,១២.៤.៣ ភាគរយនៃការ គ្រប់គ្រងសំណល់គ្រោះថ្នាក់ សំណល់ជីវសាស្រ្ត និងវិទ្យុសកម្ម,,PT,0
2017,១២.៤.៣ ភាគរយនៃការ គ្រប់គ្រងសំណល់គ្រោះថ្នាក់ សំណល់ជីវសាស្រ្ត និងវិទ្យុសកម្ម,,PT,0
2018,១២.៤.៣ ភាគរយនៃការ គ្រប់គ្រងសំណល់គ្រោះថ្នាក់ សំណល់ជីវសាស្រ្ត និងវិទ្យុសកម្ម,,PT,3
2019,១២.៤.៣ ភាគរយនៃការ គ្រប់គ្រងសំណល់គ្រោះថ្នាក់ សំណល់ជីវសាស្រ្ត និងវិទ្យុសកម្ម,,PT,3
2020,១២.៤.៣ ភាគរយនៃការ គ្រប់គ្រងសំណល់គ្រោះថ្នាក់ សំណល់ជីវសាស្រ្ត និងវិទ្យុសកម្ម,,PT,5
