Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2016,១៥.១.២ ភាគរយនៃតំបន់ដែលមានជីវៈចម្រុះក្នុងទឹកនិងលើដីគោក ដែលគ្របដណ្តប់ដោយតំបន់ការពារនិងតំបន់អភិរក្សជលផល បែងចែកតាមប្រភេទនៃប្រព័ន្ធអេកូឡូស៊ី,KH,PT,10
2017,១៥.១.២ ភាគរយនៃតំបន់ដែលមានជីវៈចម្រុះក្នុងទឹកនិងលើដីគោក ដែលគ្របដណ្តប់ដោយតំបន់ការពារនិងតំបន់អភិរក្សជលផល បែងចែកតាមប្រភេទនៃប្រព័ន្ធអេកូឡូស៊ី,KH,PT,12
2018,១៥.១.២ ភាគរយនៃតំបន់ដែលមានជីវៈចម្រុះក្នុងទឹកនិងលើដីគោក ដែលគ្របដណ្តប់ដោយតំបន់ការពារនិងតំបន់អភិរក្សជលផល បែងចែកតាមប្រភេទនៃប្រព័ន្ធអេកូឡូស៊ី,KH,PT,15
2019,១៥.១.២ ភាគរយនៃតំបន់ដែលមានជីវៈចម្រុះក្នុងទឹកនិងលើដីគោក ដែលគ្របដណ្តប់ដោយតំបន់ការពារនិងតំបន់អភិរក្សជលផល បែងចែកតាមប្រភេទនៃប្រព័ន្ធអេកូឡូស៊ី,KH,PT,17
2020,១៥.១.២ ភាគរយនៃតំបន់ដែលមានជីវៈចម្រុះក្នុងទឹកនិងលើដីគោក ដែលគ្របដណ្តប់ដោយតំបន់ការពារនិងតំបន់អភិរក្សជលផល បែងចែកតាមប្រភេទនៃប្រព័ន្ធអេកូឡូស៊ី,KH,PT,20
