Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2017,១៥.២.១ ភាគរយនៃតំបន់ព្រៃឈើដែលទទួលបានការការពារនិងគ្រប់គ្រងប្រកបដោយចីរភាព,,PT,40
2018,១៥.២.១ ភាគរយនៃតំបន់ព្រៃឈើដែលទទួលបានការការពារនិងគ្រប់គ្រងប្រកបដោយចីរភាព,,PT,45
2019,១៥.២.១ ភាគរយនៃតំបន់ព្រៃឈើដែលទទួលបានការការពារនិងគ្រប់គ្រងប្រកបដោយចីរភាព,,PT,45
2020,១៥.២.១ ភាគរយនៃតំបន់ព្រៃឈើដែលទទួលបានការការពារនិងគ្រប់គ្រងប្រកបដោយចីរភាព,,PT,60
