Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,៦.៣.១ សមាមាត្រនៃសំណល់រាវដែលបានសម្អាតប្រកបដោយសុវត្ថិភាព,,PT,12
2016,៦.៣.១ សមាមាត្រនៃសំណល់រាវដែលបានសម្អាតប្រកបដោយសុវត្ថិភាព,,PT,15
2017,៦.៣.១ សមាមាត្រនៃសំណល់រាវដែលបានសម្អាតប្រកបដោយសុវត្ថិភាព,,PT,19
2018,៦.៣.១ សមាមាត្រនៃសំណល់រាវដែលបានសម្អាតប្រកបដោយសុវត្ថិភាព,,PT,19
2019,៦.៣.១ សមាមាត្រនៃសំណល់រាវដែលបានសម្អាតប្រកបដោយសុវត្ថិភាព,,PT,23
2020,៦.៣.១ សមាមាត្រនៃសំណល់រាវដែលបានសម្អាតប្រកបដោយសុវត្ថិភាព,,PT,23
