Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,៣.៩.២ ចំណាយថវិកាជាតិចរន្តលើសុខភាពគិតជា % នៃផលិតផលសរុបក្នុងស្រុក,,PT,1.24
2016,៣.៩.២ ចំណាយថវិកាជាតិចរន្តលើសុខភាពគិតជា % នៃផលិតផលសរុបក្នុងស្រុក,,PT,1.5
2017,៣.៩.២ ចំណាយថវិកាជាតិចរន្តលើសុខភាពគិតជា % នៃផលិតផលសរុបក្នុងស្រុក,,PT,1.75
2018,៣.៩.២ ចំណាយថវិកាជាតិចរន្តលើសុខភាពគិតជា % នៃផលិតផលសរុបក្នុងស្រុក,,PT,2.0
2019,៣.៩.២ ចំណាយថវិកាជាតិចរន្តលើសុខភាពគិតជា % នៃផលិតផលសរុបក្នុងស្រុក,,PT,2.0
2020,៣.៩.២ ចំណាយថវិកាជាតិចរន្តលើសុខភាពគិតជា % នៃផលិតផលសរុបក្នុងស្រុក,,PT,2.0
