Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2016,១៥.៧.១ ចំនួនករណីល្មើសច្បាប់ក្នុងការបរបាញ់ ការជួញដូរ ប្រភេទសត្វព្រៃ និងប្រភេទរុក្ខជាតិខុសច្បាប់ ដែលត្រូវបានកាត់បន្ថយ,,NUMBER,1600
2017,១៥.៧.១ ចំនួនករណីល្មើសច្បាប់ក្នុងការបរបាញ់ ការជួញដូរ ប្រភេទសត្វព្រៃ និងប្រភេទរុក្ខជាតិខុសច្បាប់ ដែលត្រូវបានកាត់បន្ថយ,,NUMBER,1550
2018,១៥.៧.១ ចំនួនករណីល្មើសច្បាប់ក្នុងការបរបាញ់ ការជួញដូរ ប្រភេទសត្វព្រៃ និងប្រភេទរុក្ខជាតិខុសច្បាប់ ដែលត្រូវបានកាត់បន្ថយ,,NUMBER,1500
2019,១៥.៧.១ ចំនួនករណីល្មើសច្បាប់ក្នុងការបរបាញ់ ការជួញដូរ ប្រភេទសត្វព្រៃ និងប្រភេទរុក្ខជាតិខុសច្បាប់ ដែលត្រូវបានកាត់បន្ថយ,,NUMBER,1450
2020,១៥.៧.១ ចំនួនករណីល្មើសច្បាប់ក្នុងការបរបាញ់ ការជួញដូរ ប្រភេទសត្វព្រៃ និងប្រភេទរុក្ខជាតិខុសច្បាប់ ដែលត្រូវបានកាត់បន្ថយ,,NUMBER,1400
