Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,N_KH_070201_02,KH,PT,33.84
2016,N_KH_070201_02,KH,PT,37.1
2017,N_KH_070201_02,KH,PT,34.28
2018,N_KH_070201_02,KH,PT,49.46
2019,N_KH_070201_02,KH,PT,34.84
2020,N_KH_070201_02,KH,PT,33.0
