Year,Value,UNIT_MEASURE,SERIES
2015,0.0,PT,៤.ក.៣ ភាគរយនៃសាលាបឋមសិក្សា និងមធ្យមសិក្សាដែលមានជម្រាលសម្រាប់សិស្សពិការ
2016,1.3,PT,៤.ក.៣ ភាគរយនៃសាលាបឋមសិក្សា និងមធ្យមសិក្សាដែលមានជម្រាលសម្រាប់សិស្សពិការ
2017,2.7,PT,៤.ក.៣ ភាគរយនៃសាលាបឋមសិក្សា និងមធ្យមសិក្សាដែលមានជម្រាលសម្រាប់សិស្សពិការ
2018,4.0,PT,៤.ក.៣ ភាគរយនៃសាលាបឋមសិក្សា និងមធ្យមសិក្សាដែលមានជម្រាលសម្រាប់សិស្សពិការ
2019,31.4,PT,៤.ក.៣ ភាគរយនៃសាលាបឋមសិក្សា និងមធ្យមសិក្សាដែលមានជម្រាលសម្រាប់សិស្សពិការ
2020,33.4,PT,៤.ក.៣ ភាគរយនៃសាលាបឋមសិក្សា និងមធ្យមសិក្សាដែលមានជម្រាលសម្រាប់សិស្សពិការ
