Year,Value
2007,10.756417
2008,11.873742
2009,12.189993
2010,12.696833
2011,13.118683
2012,13.336577
2013,13.286465
2014,14.907281
2015,14.685613
2016,11.984014
2017,11.324831
2018,11.018785
2019,12.16138
