Year,Value
1994,-34.8
1995,9.9
1996,5.9
1997,4.0
1998,4.7
1999,12.7
2000,10.7
2001,7.4
2002,6.6
2003,8.5
2004,10.3
2005,13.3
2006,10.8
2007,10.2
2008,6.7
2009,0.1
2010,6.0
2011,7.1
2012,7.3
2013,7.4
2014,7.1
2015,7.0
2016,7.0
2017,7.0
2018,7.5
2019,7.1
