Value,Disaggregation combinations using this value,Number of indicators
_L_TLT_FLSEPT,1,1
_L_TLT_FLSEWER,1,1
_L_TLT_PLWS,1,1
_L_TWS_DUGWELL,1,1
_L_TWS_PIPE,1,1
_L_TWS_PIPEWELL,1,1
_L_TWS_PUBTAP,1,1
_L_TWS_RAINCOLL,1,1
