Indicator,Disaggregation combinations using this value
#1-2-1,3
#10-4-1,1
#2-2-1,10
#2-2-2,10
#3-1-1,9
#3-1-2,3
#3-2-1,1
#3-2-2,3
#3-3-1,10
#3-3-2,20
#4-1-1-1,12
#4-1-1-2,12
#4-5-2,3
