Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2016,N_KH_141502_01,KH,PT,7
2017,N_KH_141502_01,KH,PT,10
2018,N_KH_141502_01,KH,PT,15
2019,N_KH_141502_01,KH,PT,20
2020,N_KH_141502_01,KH,PT,25
