Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,N_KH_150902_01,KH,NUMBER,6
2016,N_KH_150902_01,KH,NUMBER,10
2017,N_KH_150902_01,KH,NUMBER,29
2018,N_KH_150902_01,KH,NUMBER,3
2020,N_KH_150902_01,KH,NUMBER,2
