Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,EG_EGY_CLEAN,KH,NUMBER,6.16
2016,EG_EGY_CLEAN,KH,NUMBER,5.59
2017,EG_EGY_CLEAN,KH,NUMBER,5.22
2018,EG_EGY_CLEAN,KH,NUMBER,7.65
