Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,N_KH_030502_01,KH,PT,2
2016,N_KH_030502_01,KH,PT,4
2017,N_KH_030502_01,KH,PT,6
2018,N_KH_030502_01,KH,PT,10
2019,N_KH_030502_01,KH,PT,15
2020,N_KH_030502_01,KH,PT,20
