Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,SE_INF_DSBL,KH,PT,0.0
2016,SE_INF_DSBL,KH,PT,1.3
2017,SE_INF_DSBL,KH,PT,2.7
2018,SE_INF_DSBL,KH,PT,4.0
2019,SE_INF_DSBL,KH,PT,31.4
2020,SE_INF_DSBL,KH,PT,33.4
