Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2016,N_KH_150102_01,KH,PT,10
2017,N_KH_150102_01,KH,PT,12
2018,N_KH_150102_01,KH,PT,15
2019,N_KH_150102_01,KH,PT,17
2020,N_KH_150102_01,KH,PT,20
