Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2016,N_KH_180303_01,KH,NUMBER,123
2017,N_KH_180303_01,KH,NUMBER,128
2018,N_KH_180303_01,KH,NUMBER,124
