Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2016,N_KH_060401_01,KH,PT,83
2017,N_KH_060401_01,KH,PT,85
2018,N_KH_060401_01,KH,PT,87
2019,N_KH_060401_01,KH,PT,90
2020,N_KH_060401_01,KH,PT,93
