Year,SERIES,Value
1993,N_KH_050502_01,5.0
1998,N_KH_050502_01,3.93
2003,N_KH_050502_01,7.5
2008,N_KH_050502_01,15.1
2013,N_KH_050502_01,17.58
2018,N_KH_050502_01,16.87
1993,N_KH_050502_02,0.0
1998,N_KH_050502_02,6.0
2003,N_KH_050502_02,6.6
2008,N_KH_050502_02,8.0
2013,N_KH_050502_02,20.54
2018,N_KH_050502_02,16.36
