Year,SERIES,REF_AREA,UNIT_MEASURE,Value
2015,N_KH_120501_01,KH,T,163000
2016,N_KH_120501_01,KH,T,163400
2017,N_KH_120501_01,KH,T,175000
2018,N_KH_120501_01,KH,T,178000
2019,N_KH_120501_01,KH,T,178100
2020,N_KH_120501_01,KH,T,180000
